CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE
"014803004","0","0","0","0","0","0","0","CEDAR PARK CHARTER ACADEMY","Y","BELL","014","Met Standard","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"
"014803101","0","0","0","0","0","0","0","TEMPLE CHARTER ACADEMY","Y","BELL","014","Improvement Required","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"
"014804002"," "," "," "," "," "," "," ","NEW HORIZONS","Y","BELL","014","Not Rated","ORENDA CHARTER SCHOOL","014804","01 - 11","B"
"014804005"," "," "," "," "," "," "," ","GATEWAY TECH H S","Y","BELL","014","Met Alternative Standard","ORENDA CHARTER SCHOOL","014804","09 - 12","S"
"014804006","1","1","1","1","0","1","1","GATEWAY COLLEGE PREPARATORY SCHOOL","Y","BELL","014","Met Standard","ORENDA CHARTER SCHOOL","014804","KG - 12","B"
"014804007"," ","0","0","0","0"," "," ","NOLAN CREEK SCHOOL","Y","BELL","014","Met Standard","ORENDA CHARTER SCHOOL","014804","KG - 05","E"
"014804008","0","0","0","1","0","0"," ","KINGSLAND SCHOOL","Y","BELL","014","Met Standard","ORENDA CHARTER SCHOOL","014804","KG - 07","E"
"014901001","0","0","0","0","0","0","0","ACADEMY H S","N","BELL","014","Met Standard","ACADEMY ISD","014901","09 - 12","S"
"014901041","0","0","0","0","0","0","1","ACADEMY J H","N","BELL","014","Met Standard","ACADEMY ISD","014901","06 - 08","M"
"014901101","1","0","0","1","0","1"," ","ACADEMY INT","N","BELL","014","Met Standard","ACADEMY ISD","014901","03 - 05","E"
"014901102"," "," "," "," "," "," "," ","ACADEMY EL","N","BELL","014","Met Standard","ACADEMY ISD","014901","EE - 02","E"
"014902001","0","0","0","1","0","0","0","BARTLETT SCHOOLS","N","BELL","014","Met Standard","BARTLETT ISD","014902","PK - 12","B"
"014903001","0","0","0","0","0","1","0","BELTON H S","N","BELL","014","Met Standard","BELTON ISD","014903","09 - 12","S"
"014903005","0","1","0","0","0","1","0","BELTON NEW TECH H S AT WASKOW","N","BELL","014","Met Standard","BELTON ISD","014903","09 - 12","S"
"014903043","0","0","0","0","0","1","0","LAKE BELTON MIDDLE","N","BELL","014","Met Standard","BELTON ISD","014903","06 - 08","M"
"014903044","0","0","0","0","0","0","0","SOUTH BELTON MIDDLE","N","BELL","014","Met Standard","BELTON ISD","014903","06 - 08","M"
"014903045","0","0","0","0","0","0","0","NORTH BELTON MIDDLE","N","BELL","014","Met Standard","BELTON ISD","014903","06 - 08","M"
"014903102","0","0","0","1","0","0"," ","LEON HEIGHTS EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903103","1","0","1","1","1","1"," ","MILLER HEIGHTS EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903104","0","0","0","0","0","0"," ","SOUTHWEST EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903108","0","1","1","0","1","0"," ","LAKEWOOD EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903109","1","0","1","0","0","1"," ","SPARTA EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903111","0","1","0","0","0","1"," ","JOE M PIRTLE EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903116","1","1","1","1","1","1"," ","TARVER EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903117","0","0","0","0","0","0"," ","HIGH POINT EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903118","1","0","1","1","1","1"," ","CHISHOLM TRAIL EL","N","BELL","014","Met Standard","BELTON ISD","014903","KG - 05","E"
"014903119"," "," "," "," "," "," "," ","BELTON EARLY CHILDHOOD SCHOOL","N","BELL","014","Met Standard","BELTON ISD","014903","EE - PK","E"
"014905001","0","0","1","0","0","0","0","HOLLAND H S","N","BELL","014","Met Standard","HOLLAND ISD","014905","09 - 12","S"
"014905041","0","1","0","0","0","1","1","HOLLAND MIDDLE","N","BELL","014","Met Standard","HOLLAND ISD","014905","06 - 08","M"
"014905101","0","0","1","0","1","1"," ","HOLLAND EL","N","BELL","014","Met Standard","HOLLAND ISD","014905","EE - 05","E"
"014906001","0","0","0","0","0","0","0","KILLEEN H S","N","BELL","014","Met Standard","KILLEEN ISD","014906","09 - 12","S"
"014906002","0","0","0","0","0","0","0","C E ELLISON H S","N","BELL","014","Met Standard","KILLEEN ISD","014906","09 - 12","S"
"014906004"," "," "," "," "," "," "," ","GATEWAY H S","N","BELL","014","Not Rated","KILLEEN ISD","014906","09 - 12","S"
"014906006"," "," "," "," "," "," "," ","PATHWAYS ACADEMIC CAMPUS","N","BELL","014","Met Alternative Standard","KILLEEN ISD","014906","09 - 12","S"
"014906007","0","0","0","0","0","0","0","HARKER HEIGHTS H S","N","BELL","014","Met Standard","KILLEEN ISD","014906","09 - 12","S"
"014906008","0","0","0","0","0","0","0","ROBERT M SHOEMAKER H S","N","BELL","014","Met Standard","KILLEEN ISD","014906","09 - 12","S"
"014906009"," "," "," "," "," "," "," ","GATEWAY MIDDLE","N","BELL","014","Not Rated","KILLEEN ISD","014906","06 - 08","M"
"014906013","1","0","0","1","0","1","0","KILLEEN ISD EARLY COLLEGE H S","N","BELL","014","Met Standard","KILLEEN ISD","014906","09 - 11","S"
"014906022"," "," "," "," "," "," "," ","METROPLEX SCHOOL","N","BELL","014","Not Rated","KILLEEN ISD","014906","01 - 11","B"
"014906026"," "," "," "," "," "," "," ","KILLEEN JJAEP","N","BELL","014","Not Rated","KILLEEN ISD","014906","08 - 09","M"
"014906042","1","0","1","1","1","1","0","NOLAN MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906043","0","0","0","0","0","0","0","RANCIER MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906044","0","0","0","0","1","0","0","MANOR MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906046","0","0","0","0","0","0","0","EASTERN HILLS MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906048","0","0","0","0","0","0","0","PALO ALTO MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906049","0","0","0","0","0","0","0","LIBERTY HILL MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906050","1","0","0","1","0","0","0","LIVE OAK RIDGE MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906051","0","0","0","0","0","0","0","UNION GROVE MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906052","1","0","1","1","0","1","0","AUDIE MURPHY MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906053","0","0","0","0","0","0","0","CHARLES E PATTERSON MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906054","0","0","0","0","0","0","0","ROY J SMITH MIDDLE","N","BELL","014","Met Standard","KILLEEN ISD","014906","06 - 08","M"
"014906100"," "," "," "," "," "," "," ","EL ALTER LEARNING CENTER","N","BELL","014","Not Rated","KILLEEN ISD","014906","01 - 05","E"
"014906102","1","1","1","0","1","1"," ","CLIFTON PARK EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906103","0","0","1","0","0","1"," ","EAST WARD EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906105","0","0","1","0","0","0"," ","HARKER HEIGHTS EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906108","0","0","0","0","0","0"," ","MEADOWS EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906109","0","0","0","0","0","0"," ","PEEBLES EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906110","0","0","1","0","0","1"," ","PERSHING PARK EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906111","0","0","0","0","0","0"," ","SUGAR LOAF EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906112","0","0","0","0","0","0"," ","WEST WARD EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906113","1","0","0","0","0","0"," ","BELLAIRE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906115","0","0","0","0","0","0"," ","NOLANVILLE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906116","0","1","1"," ","0"," "," ","CLARKE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 03","E"
"014906119","1","0","1","1","1","0"," ","HAY BRANCH EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906120","0","0","0","0","0","0"," ","WILLOW SPRINGS EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906121","0","0","0","0","0","0"," ","MOUNTAIN VIEW EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906122","1","0","1","0","1","0"," ","REECES CREEK EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906123","1","1","1","1","1","1"," ","CLEAR CREEK EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906124","1","0","1","0","0","0"," ","CEDAR VALLEY EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906125","0","0","0","0","0","0"," ","BROOKHAVEN EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906126","0","1","0","1","0","0"," ","VENABLE VILLAGE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906127","0","0","0","0","0","0"," ","TRIMMIER EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906128","0","1","1","0","1","0"," ","MONTAGUE VILLAGE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906129","0","0","0","0","0","0"," ","MAXDALE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906130","1","1","1","0","0","1"," ","IRA CROSS JR EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906131","0","0","0","0","0","0"," ","IDUMA EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906132","0","0","0"," ","0"," "," ","OVETA CULP HOBBY EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 03","E"
"014906133","0","0","0","0","0","0"," ","TIMBER RIDGE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906135","1","1","0","1","1","0"," ","SAEGERT EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","EE - 05","E"
"014906136","0","0","0","0","0","0"," ","SKIPCHA EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906137","1","1","1","1","0","1"," ","RICHARD E CAVAZOS EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906138","0","0","0","0","0","0"," ","HAYNES EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906139","0","0","0","1","0","0"," ","DR JOSEPH A FOWLER EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014906140","1","1","0","1","0","0"," ","ALICE W DOUSE EL","N","BELL","014","Met Standard","KILLEEN ISD","014906","PK - 05","E"
"014907001","0","0","0","0","1","1","1","ROGERS H S","N","BELL","014","Met Standard","ROGERS ISD","014907","09 - 12","S"
"014907041","0","0","0","0","0","0","0","ROGERS MIDDLE","N","BELL","014","Met Standard","ROGERS ISD","014907","06 - 08","M"
"014907043"," "," "," "," "," "," "," ","BELL COUNTY DAEP","N","BELL","014","Not Rated","ROGERS ISD","014907","12 - 12","S"
"014907102","0","0","0","1","0","0"," ","ROGERS EL","N","BELL","014","Met Standard","ROGERS ISD","014907","EE - 05","E"
"014908001","0","0","0","0","0","1","1","SALADO H S","N","BELL","014","Met Standard","SALADO ISD","014908","09 - 12","S"
"014908041","0","0","0","0","0","0"," ","SALADO INT","N","BELL","014","Met Standard","SALADO ISD","014908","03 - 06","E"
"014908042","0","0","0","1","0","0","0","SALADO J H","N","BELL","014","Met Standard","SALADO ISD","014908","07 - 08","M"
"014908101"," "," "," "," "," "," "," ","THOMAS ARNOLD EL","N","BELL","014","Met Standard","SALADO ISD","014908","EE - 02","E"
"014909002","0","0","0","1","0","1","0","TEMPLE H S","N","BELL","014","Met Standard","TEMPLE ISD","014909","09 - 12","S"
"014909005"," "," "," "," "," "," "," ","WHEATLEY ALTERNATIVE EDUCATION CEN","N","BELL","014","Not Rated","TEMPLE ISD","014909","01 - 12","B"
"014909008"," "," "," "," "," "," "," ","FRED W EDWARDS ACADEMY AEC","N","BELL","014","Improvement Required","TEMPLE ISD","014909","09 - 12","S"
"014909041","0","0","0","0","0","1","1","LAMAR MIDDLE","N","BELL","014","Met Standard","TEMPLE ISD","014909","06 - 08","M"
"014909042","0","0","0","0","0","0","0","TRAVIS SCIENCE ACADEMY","N","BELL","014","Improvement Required","TEMPLE ISD","014909","06 - 08","M"
"014909044","0","1","1","1","0","1","1","BONHAM MIDDLE","N","BELL","014","Met Standard","TEMPLE ISD","014909","06 - 08","M"
"014909101"," "," "," "," "," "," "," ","MERIDITH-DUNBAR EARLY CHILDHOOD AC","N","BELL","014","Met Standard","TEMPLE ISD","014909","EE - PK","E"
"014909102","0","0","0","1","0","0"," ","CATER EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909107","0","0","1","0","0","1"," ","JEFFERSON EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909110","0","0","0","1","0","0"," ","SCOTT EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909111","0","0","0","0","0","0"," ","THORNTON EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909114","0","0","0","0","0","1"," ","WESTERN HILLS EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909116","0","0","0","1","0","0"," ","RAYE-ALLEN EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","EE - 05","E"
"014909117","1","1","1","1","1","1"," ","KENNEDY-POWELL EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909118","1","0","0","1","0","0"," ","HECTOR P GARCIA EL","N","BELL","014","Met Standard","TEMPLE ISD","014909","KG - 05","E"
"014909198"," "," "," "," "," "," "," ","SCOTT & WHITE HOSPITAL","N","BELL","014","Not Rated","TEMPLE ISD","014909","02 - 09","B"
"014910001","0","0","1","0","1","0","0","TROY H S","N","BELL","014","Met Standard","TROY ISD","014910","09 - 12","S"
"014910041","0","0","0","0","0","1","0","RAYMOND MAYS MIDDLE","N","BELL","014","Met Standard","TROY ISD","014910","06 - 08","M"
"014910101","0","0","0","1","0","0"," ","TROY EL","N","BELL","014","Met Standard","TROY ISD","014910","02 - 05","E"
"014910103"," "," "," "," "," "," "," ","EDNA BIGHAM MAYS EL","N","BELL","014","Met Standard","TROY ISD","014910","EE - 01","E"
"015801001"," "," "," "," "," "," "," ","POR VIDA ACADEMY CHARTER H S","Y","BEXAR","015","Improvement Required","POR VIDA ACADEMY","015801","09 - 12","S"
"015801002","0","0","0","0","0","0","0","CORPUS CHRISTI COLLEGE PREP H S","Y","BEXAR","015","Improvement Required","POR VIDA ACADEMY","015801","09 - 12","S"
"015801003"," "," "," "," "," "," "," ","CESAR E CHAVEZ ACADEMY","Y","BEXAR","015","Improvement Required","POR VIDA ACADEMY","015801","09 - 12","S"
"015802001","1","1","1","0","0","0","0","GEORGE GERVIN ACADEMY","Y","BEXAR","015","Met Standard","GEORGE GERVIN ACADEMY","015802","PK - 12","B"
"015802004"," "," "," "," "," "," "," ","RUTH JONES MCCLENDON MIDDLE","Y","BEXAR","015","Met Alternative Standard","GEORGE GERVIN ACADEMY","015802","06 - 12","B"
"015805001","0","0","0","0","0","0","0","FRANK L MADLA EARLY COLLEGE H S","Y","BEXAR","015","Met Standard","NEW FRONTIERS PUBLIC SCHOOLS INC","015805","09 - 12","S"
"015805041","0","0","0","0","0","0","0","FRANK L MADLA ACCELERATED COLLEGIA","Y","BEXAR","015","Improvement Required","NEW FRONTIERS PUBLIC SCHOOLS INC","015805","KG - 08","E"
"015806003","0","0","1","1","1","0","0","MILTON B LEE ACADEMY OF SCIENCE &","Y","BEXAR","015","Met Standard","SCHOOL OF EXCELLENCE IN EDUCATION","015806","09 - 12","S"
"015806041","0","0","0","1","1","0","0","DR PAUL S SAENZ J H","Y","BEXAR","015","Met Standard","SCHOOL OF EXCELLENCE IN EDUCATION","015806","07 - 08","M"
"015806101","0","0","0","0","0","0"," ","DR HARMON W KELLEY EL","Y","BEXAR","015","Met Standard","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 06","E"
"015806106","0","0","0","0","0","0"," ","DR DAVID C WALKER EL","Y","BEXAR","015","Improvement Required","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 06","E"
"015807001"," ","0","0","1","1","0"," ","SOUTHWEST PREPARATORY SCHOOL","Y","BEXAR","015","Met Standard","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 05","E"
"015807002"," "," "," "," "," "," "," ","SOUTHWEST PREPARATORY SOUTHEAST CA","Y","BEXAR","015","Met Alternative Standard","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 12","B"
"015807004"," "," "," "," "," "," "," ","SOUTHWEST PREPARATORY SCHOOL-NORTH","Y","BEXAR","015","Met Alternative Standard","SOUTHWEST PREPARATORY SCHOOL","015807","05 - 12","B"
"015807005"," "," "," "," "," "," "," ","NEW DIRECTIONS","Y","BEXAR","015","Met Alternative Standard","SOUTHWEST PREPARATORY SCHOOL","015807","06 - 12","B"
"015807101"," ","0","0","1","1"," "," ","SOUTHWEST PREP NORTHWEST EL","Y","BEXAR","015","Met Standard","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 04","E"
"015807102","1","0","1","1","0","0"," ","SEGUIN EL","Y","BEXAR","015","Met Standard","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 06","E"
"015808001"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - AFTON OAKS","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","06 - 12","B"
"015808003"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - HAYS COUNTY","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","06 - 12","B"
"015808006"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - GRANBURY","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","06 - 11","B"
"015808007"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - ROCKDALE","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","05 - 11","B"
"015808009","0","0","0","0","0","0","0","ANNE FRANK INSPIRE ACADEMY","Y","BEXAR","015","Met Standard","INSPIRE ACADEMIES","015808","KG - 11","B"
"015808010"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - MERIDELL","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","05 - 12","B"
"015808011"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - WILLIAMS HOU","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","02 - 12","B"
"015808012"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - LEGACY RANCH","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","KG - 08","E"
"015808014"," "," "," "," "," "," "," ","JHW INSPIRE ACADEMY - BELL COUNTY","Y","BEXAR","015","Not Rated","INSPIRE ACADEMIES","015808","07 - 11","S"
"015809101","0","0","0","0","0","0","0","BEXAR COUNTY ACADEMY","Y","BEXAR","015","Improvement Required","BEXAR COUNTY ACADEMY","015809","PK - 08","E"
"015814001"," "," "," "," "," "," "," ","POSITIVE SOLUTIONS CHARTER","Y","BEXAR","015","Met Alternative Standard","POSITIVE SOLUTIONS CHARTER SCHOOL","015814","09 - 12","S"
"015815001","0","0","0","0","0","0"," ","HERITAGE ACADEMY OF WINDCREST","Y","BEXAR","015","Met Standard","HERITAGE ACADEMY","015815","PK - 05","E"
"015815041"," "," "," "," "," "," "," ","HERITAGE ACADEMY OF DEL RIO","Y","BEXAR","015","Met Alternative Standard","HERITAGE ACADEMY","015815","06 - 12","B"
"015815101"," "," "," "," "," "," "," ","HERITAGE ACADEMY","Y","BEXAR","015","Met Alternative Standard","HERITAGE ACADEMY","015815","07 - 08","M"
"015815104"," "," "," "," "," "," "," ","HERITAGE ACADEMY OF SAN ANTONIO","Y","BEXAR","015","Met Alternative Standard","HERITAGE ACADEMY","015815","05 - 06","M"
"015822001","0","0","0","0","0","0","0","JUBILEE SAN ANTONIO","Y","BEXAR","015","Met Standard","JUBILEE ACADEMIES","015822","KG - 12","B"
"015822002","0","0","0","0","0","0","0","JUBILEE HIGHLAND HILLS","Y","BEXAR","015","Improvement Required","JUBILEE ACADEMIES","015822","PK - 08","E"
